postcode,population,mean_age,perc_foreigners,salary
8562,11022,40,0.08,20537.0
8563,11304,39,0.09,21877.0
8564,1915,44,0.15,19216.0
8565,5404,40,0.08,23724.0
8566,2664,41,0.12,19523.0
8567,727,43,0.04,21625.0
8568,1952,44,0.11,18295.0
8569,2422,44,0.09,19000.0
8570,767,52,0.05,17664.0
8571,2371,44,0.12,19038.0
8572,902,49,0.1,19351.0
8573,1344,46,0.16,18777.0
8574,13026,38,0.23,21077.0
8575,3799,42,0.18,21824.0
8576,2187,43,0.16,19408.0
8577,5460,37,0.14,19638.0
8578,5976,41,0.09,19446.0
8579,4121,43,0.07,19433.0
8580,1049,44,0.13,21243.0
8581,2259,41,0.09,23403.0
8582,1301,42,0.15,19807.0
8583,1542,41,0.2,22406.0
8584,13960,40,0.3,21141.0
8585,20041,38,0.11,20981.0
8586,240,36,0.11,20130.0
8587,4078,39,0.1,21804.0
8588,1236,42,0.08,21641.0
8589,129,44,0.04,25224.0
8590,510,43,0.11,22056.0
8591,849,42,0.06,20409.0
8592,2749,41,0.1,21814.0
8593,2798,44,0.17,20804.0
8594,1491,42,0.15,22788.0
8595,3269,42,0.23,20225.0
8596,734,46,0.11,19589.0
8597,575,48,0.02,21442.0
8598,6512,37,0.14,20903.0
8599,3248,40,0.15,23505.0
8600,23397,37,0.17,21305.0
8601,946,46,0.05,23905.0
8602,1832,39,0.06,19306.0
8603,3011,43,0.25,21056.0
8604,835,47,0.15,19359.0
8605,817,49,0.07,19499.0
8606,752,48,0.16,19611.0
8607,1022,47,0.13,24234.0
8608,1977,46,0.1,19011.0
8609,3804,43,0.12,20996.0
8610,2842,42,0.11,19531.0
8611,807,47,0.03,18116.0
8612,167,44,0.02,20092.0
8613,714,42,0.08,22051.0
8614,494,53,0.12,19281.0
8615,1637,46,0.04,19215.0
8616,1234,47,0.06,20583.0
8617,1567,50,0.05,20245.0
8618,442,53,0.05,21203.0
8619,11295,40,0.14,20582.0
8620,17061,35,0.12,24333.0
8621,6856,36,0.08,25548.0
8622,21708,34,0.1,21431.0
8623,20497,35,0.11,23004.0
8624,9393,37,0.13,22015.0
8625,7207,38,0.18,22107.0
8626,2928,40,0.2,21676.0
8627,2367,40,0.19,22121.0
8628,2786,40,0.12,24359.0
8629,2760,40,0.1,23195.0
8630,1604,40,0.1,21581.0
8631,1031,44,0.03,19851.0
8632,1054,49,0.05,19169.0
8633,24298,36,0.08,22896.0
8634,11261,37,0.1,23588.0
8635,19983,36,0.07,23496.0
8636,104,34,0.07,25696.0
8637,13363,39,0.1,21743.0
8638,15485,41,0.11,21790.0
8639,11432,39,0.08,22858.0
8640,11331,38,0.18,20837.0
8641,1490,43,0.06,20842.0
8642,1143,41,0.06,20914.0
8643,323,37,0.08,20331.0
8644,1268,43,0.05,19655.0
8645,7595,40,0.12,21361.0
8646,9439,39,0.1,23789.0
8647,2291,39,0.08,21096.0
8648,1636,40,0.14,19904.0
8649,2121,41,0.06,21399.0
8650,2486,41,0.1,21291.0
8651,1682,43,0.07,20309.0
8652,11374,42,0.09,19870.0
8653,1214,47,0.16,39270.0
8654,229,47,0.16,39270.0
8655,181,48,0.13,17914.0
8656,789,48,0.13,17999.0
8657,755,46,0.17,21239.0
8658,774,47,0.1,19429.0
8659,770,48,0.2,20044.0
8660,1203,46,0.13,20134.0
8661,594,48,0.11,19344.0
8662,9955,42,0.08,22594.0
8663,2168,42,0.07,20262.0
8664,1341,41,0.09,19576.0
8665,1263,41,0.1,20373.0
8666,15132,37,0.14,22756.0
8667,8397,41,0.17,21192.0
8668,3329,40,0.13,20040.0
8669,6529,40,0.11,20559.0
8670,2861,45,0.1,20174.0
8671,2200,41,0.07,20908.0
8672,3648,40,0.1,20812.0
8673,4,38,0.23,24221.0
8674,653,42,0.04,24289.0
8675,1065,42,0.06,23041.0
8676,48161,40,0.14,22311.0
8677,5853,40,0.09,22482.0
8678,19628,38,0.11,22576.0
8679,9097,38,0.12,22585.0
8680,123,45,0.01,26272.0
8681,348,45,0.03,25152.0
8682,292,48,0.02,20610.0
8683,120,52,0.02,18847.0
8684,119,52,0.01,21768.0
8685,106,52,0.08,16448.0
8686,257,48,0.1,19267.0
8687,72,55,0.0,21309.0
8688,207,50,0.04,18702.0
8689,95,55,0.0,15330.0
8690,302,49,0.09,20063.0
8691,366,43,0.01,19076.0
8692,410,40,0.02,27412.0
8693,180,50,0.03,18537.0
8694,8181,33,0.06,25113.0
8695,2188,41,0.08,26904.0
8696,241,41,0.11,22254.0
8697,1486,44,0.17,19392.0
8698,1686,40,0.07,20815.0
8699,597,35,0.1,23416.0
8700,20743,40,0.16,21907.0
8701,691,41,0.16,21084.0
8702,1867,37,0.17,24371.0
8703,25219,40,0.1,22670.0
8704,1875,42,0.08,21426.0
8705,1039,38,0.05,22041.0
8706,12117,40,0.08,21643.0
8707,19213,39,0.14,23021.0
8708,1996,37,0.04,22161.0
8709,51946,38,0.08,21680.0
8710,17115,41,0.15,23299.0
8711,1024,40,0.11,23328.0
8712,1473,41,0.05,14187.0
8713,3998,41,0.1,22090.0
8714,2349,42,0.08,22146.0
8715,1382,43,0.03,22210.0
8716,1147,45,0.09,23299.0
8717,173,41,0.02,21529.0
8718,576,47,0.12,24370.0
8719,562,44,0.07,19886.0
8720,602,43,0.13,21484.0
8721,43774,39,0.13,21969.0
8722,6101,41,0.11,21753.0
8723,683,42,0.04,22529.0
8724,3356,41,0.09,22429.0
8725,1306,44,0.09,19953.0
8726,2411,41,0.09,25635.0
8727,5262,41,0.06,20659.0
8728,719,46,0.22,19126.0
8729,663,50,0.26,17728.0
8730,833,47,0.08,17815.0
8731,993,47,0.04,17847.0
8732,1005,44,0.05,21416.0
8733,2234,42,0.1,20303.0
8734,1036,40,0.1,22305.0
8735,4758,38,0.13,20587.0
8736,12651,39,0.14,22933.0
8737,1433,38,0.03,21178.0
8738,2625,42,0.09,21223.0
8739,2394,40,0.06,21100.0
8740,1649,41,0.11,21047.0
8741,1036,39,0.08,20753.0
8742,2668,41,0.06,20628.0
8743,4604,41,0.07,21680.0
8744,28293,38,0.12,21438.0
8745,3609,40,0.11,20513.0
8746,2504,41,0.11,20919.0
8747,980,41,0.07,21000.0
8748,5289,39,0.13,20662.0
8749,3365,39,0.08,21533.0
8750,1339,40,0.11,21579.0
8751,31791,37,0.22,24029.0
8752,31674,40,0.22,22479.0
8753,1655,37,0.07,25805.0
8754,3200,41,0.14,21169.0
8755,3040,41,0.2,22169.0
8756,2853,40,0.24,22275.0
8757,4756,42,0.13,20969.0
8758,989,39,0.21,22570.0
8759,1527,42,0.14,25798.0
8760,1471,42,0.12,20031.0
8761,4191,42,0.23,19780.0
8762,4327,40,0.15,21870.0
8763,1026,42,0.08,20949.0
8764,2230,40,0.11,21978.0
8765,2435,40,0.09,21159.0
8766,1832,44,0.18,20494.0
8767,1763,42,0.1,22974.0
8768,2472,41,0.06,20707.0
8769,3359,40,0.11,21628.0
8770,1047,44,0.1,23765.0
8771,2539,41,0.12,21236.0
8772,139,54,0.02,17654.0
8773,153,54,0.02,17654.0
8774,407,49,0.14,20925.0
8775,81,52,0.07,18911.0
8776,156,55,0.03,21040.0
8777,243,54,0.09,16923.0
8778,168,55,0.1,13514.0
8779,1049,42,0.08,24781.0
8780,126,49,0.06,23260.0
8781,43,52,0.0,48671.0
8782,185,45,0.01,21246.0
8783,538,44,0.09,19993.0
8784,348,48,0.04,19079.0
8785,374,50,0.06,19613.0
8786,233,51,0.04,20477.0
8787,161,50,0.16,20822.0
8788,576,53,0.16,18443.0
8789,119,47,0.0,18716.0
8790,175,56,0.07,13595.0
8791,3199,42,0.2,20683.0
8792,1360,48,0.22,21220.0
8793,467,42,0.21,21656.0
8794,18185,39,0.12,21780.0
8795,6156,38,0.19,21750.0
8796,28400,40,0.28,21455.0
8797,2320,42,0.1,21979.0
8798,1658,41,0.07,20494.0
8799,1058,40,0.17,22056.0
8800,29469,37,0.08,21091.0
8801,5746,41,0.21,20222.0
8802,222,40,0.21,20269.0
8803,4809,37,0.13,21723.0
8804,394,43,0.04,22095.0
8805,1286,42,0.13,20923.0
8806,2388,39,0.15,20751.0
8807,1389,44,0.18,21391.0
8808,911,43,0.12,23323.0
8809,761,44,0.1,20358.0
8810,8709,39,0.2,22790.0
8811,6178,38,0.1,22977.0
8812,723,39,0.07,21765.0
8813,1721,41,0.07,21715.0
8814,37606,36,0.14,22210.0
8815,4454,41,0.04,21957.0
8816,2479,37,0.05,22863.0
8817,800,43,0.08,19353.0
8818,1843,39,0.1,24163.0
8819,1299,39,0.08,22276.0
8820,2826,37,0.08,21815.0
8821,67352,37,0.13,22623.0
8822,12633,36,0.08,25468.0
8823,625,37,0.09,24717.0
8824,46266,39,0.11,21557.0
8825,43657,39,0.16,22897.0
8826,25449,39,0.09,22315.0
8827,30747,36,0.09,22771.0
8828,30405,38,0.14,22150.0
8829,30645,37,0.08,21536.0
8830,30235,37,0.08,20897.0
8831,45692,37,0.11,22737.0
8832,14,29,0.11,24352.0
8833,9982,34,0.14,23892.0
8834,4723,44,0.04,27126.0
8835,7949,45,0.06,27932.0
8836,13696,45,0.06,27718.0
8837,12613,44,0.09,25773.0
8838,21692,43,0.1,25535.0
8839,15039,46,0.07,25936.0
8840,21243,42,0.08,26173.0
8841,30261,36,0.05,29466.0
8842,24396,39,0.04,28366.0
8843,27740,39,0.07,24672.0
8844,16387,43,0.06,23501.0
8845,32713,39,0.08,25626.0
8846,33736,39,0.09,26183.0
8847,40752,35,0.05,30449.0
8848,4279,48,0.03,28350.0
8849,2523,31,0.07,30603.0
8850,1686,34,0.05,25939.0
8851,7362,40,0.1,22529.0
8852,314,50,0.11,18287.0
8853,470,47,0.07,20884.0
8854,203,49,0.1,17987.0
8855,359,46,0.06,19801.0
8856,541,47,0.03,24963.0
8857,267,45,0.01,20150.0
8858,677,46,0.03,20190.0
8859,380,46,0.04,21411.0
8860,387,47,0.03,19876.0
8861,5357,34,0.08,28096.0
8862,854,45,0.01,20722.0
8863,1881,40,0.08,23329.0
8864,190,47,0.01,17904.0
8865,775,47,0.03,20033.0
8866,21830,35,0.06,25946.0
8867,1968,38,0.05,25274.0
8868,174,51,0.03,18414.0
8869,380,48,0.04,22853.0
8870,423,36,0.07,23749.0
8871,3113,35,0.03,25803.0
8872,379,44,0.01,23978.0
8873,110,47,0.05,19418.0
8874,233,43,0.02,22635.0
8875,1534,39,0.13,22251.0
8876,2235,40,0.26,22627.0
8877,4686,41,0.08,20880.0
8878,355,39,0.1,20417.0
8879,8408,38,0.1,21964.0
8880,5458,41,0.05,27644.0
8881,3248,42,0.05,26637.0
8882,2491,40,0.1,27259.0
8883,2241,45,0.06,28275.0
8884,857,46,0.02,27333.0
8885,1127,44,0.04,26776.0
8886,629,46,0.06,27623.0
8887,1931,43,0.04,29009.0
8888,2517,40,0.07,30507.0
8889,1008,43,0.05,26066.0
8890,10133,40,0.04,32117.0
8891,3862,37,0.07,27157.0
8892,1278,38,0.02,28793.0
8893,816,41,0.04,27588.0
8894,3965,36,0.06,26009.0
8895,2781,43,0.07,22175.0
8896,947,38,0.05,23469.0
8897,4322,39,0.06,24683.0
8898,747,48,0.01,21167.0
8899,14461,33,0.06,28146.0
8900,1163,41,0.04,21767.0
8901,165,31,0.07,30684.0
8902,678,46,0.09,28284.0
8903,125,47,0.09,25299.0
8904,683,45,0.01,20915.0
8905,478,49,0.01,21207.0
8906,576,49,0.15,20531.0
8907,985,43,0.08,21465.0
8908,1190,41,0.15,22615.0
8909,136,48,0.21,20011.0
8910,68,43,0.08,21465.0
8911,914,45,0.11,22096.0
8912,1209,40,0.06,23093.0
8913,1780,41,0.08,23227.0
8914,3354,37,0.09,22508.0
8915,3520,39,0.05,26465.0
8916,4743,37,0.08,26206.0
8917,236,45,0.01,22790.0
8918,344,45,0.06,23611.0
8919,128,46,0.01,24058.0
8920,288,43,0.07,20791.0
8921,5139,42,0.13,21194.0
8922,1330,44,0.12,21082.0
8923,433,49,0.18,20903.0
8924,173,53,0.13,19707.0
8925,1112,47,0.07,22603.0
8926,608,47,0.04,21002.0
8927,535,49,0.1,20261.0
8928,483,52,0.1,20947.0
8929,444,55,0.05,20769.0
8930,390,49,0.1,18435.0
8931,246,54,0.01,20018.0
8932,8648,39,0.06,23208.0
8933,529,46,0.01,21838.0
8934,932,45,0.02,19406.0
8935,1036,44,0.1,22121.0
8936,173,49,0.02,24013.0
8937,683,43,0.09,23123.0
8938,1137,44,0.04,21350.0
8939,844,46,0.1,21036.0
8940,186,52,0.11,20721.0
8941,21209,40,0.07,22407.0
8942,3857,42,0.13,21397.0
8943,150,52,0.03,22709.0
8944,183,48,0.05,21334.0
8945,6871,38,0.12,22617.0
8946,3652,39,0.12,22317.0
8947,625,46,0.12,20978.0
8948,538,43,0.02,21944.0
8949,40,40,0.09,21261.0
8950,43,45,0.0,27211.0
8951,231,51,0.05,23215.0
8952,146,47,0.05,19549.0
8953,314,45,0.01,18250.0
8954,186,42,0.04,23477.0
8955,322,48,0.0,23501.0
8956,546,43,0.01,20476.0
8957,1103,42,0.01,20485.0
8958,1228,42,0.13,23454.0
8959,1124,43,0.08,21038.0
8960,366,43,0.15,21009.0
8961,391,45,0.04,21689.0
8962,806,46,0.01,23283.0
8963,2112,45,0.06,20397.0
8964,42,45,0.2,20320.0
8965,1560,46,0.1,20568.0
8966,555,47,0.08,20854.0
8967,217,46,0.03,21422.0
8968,301,50,0.06,21494.0
8969,984,47,0.06,19987.0
8970,336,52,0.13,21176.0
8971,394,54,0.08,18922.0
8972,1890,45,0.09,20933.0
8973,134,54,0.16,18556.0
8974,252,53,0.08,16558.0
8975,233,51,0.15,18809.0
8976,377,56,0.06,17471.0
8977,5621,38,0.06,27883.0
8978,2281,40,0.06,24700.0
8979,28959,42,0.08,26672.0
8980,47742,42,0.04,29032.0
8981,26989,41,0.08,31959.0
8982,30454,37,0.07,31382.0
8983,24262,45,0.08,27355.0
8984,29049,41,0.05,29134.0
8985,42166,41,0.06,28391.0
8986,47076,41,0.06,28205.0
8987,19226,40,0.09,30773.0
8988,13871,38,0.08,35148.0
8989,19999,38,0.07,37125.0
8990,1287,41,0.07,24194.0
8991,2846,40,0.07,24964.0
8992,1323,43,0.06,25552.0
8993,1293,44,0.08,24075.0
8994,2143,39,0.06,24984.0
8995,1937,45,0.28,20844.0
8996,209,49,0.1,21813.0
8997,142,54,0.05,19891.0
8998,101,52,0.0,18473.0
8999,304,52,0.04,20373.0
9000,120,48,0.14,20270.0
9001,198,48,0.16,20216.0
9002,270,48,0.16,18038.0
9003,4932,40,0.05,21789.0
9004,545,45,0.08,22357.0
9005,297,50,0.07,23154.0
9006,221,47,0.04,19495.0
9007,228,47,0.09,16550.0
9008,368,52,0.02,22870.0
9009,125,49,0.01,22240.0
9010,438,46,0.11,19301.0
9011,1077,45,0.03,21938.0
9012,468,46,0.05,21620.0
9013,61,52,0.0,22349.0
9014,72,53,0.11,20796.0
9015,376,50,0.09,21038.0
9016,223,48,0.07,19225.0
9017,548,46,0.05,20597.0
9018,203,42,0.05,23235.0
9019,222,48,0.05,21184.0
9020,327,47,0.01,21045.0
9021,105,48,0.04,21384.0
9022,18,47,0.01,21045.0
9023,70,47,0.0,21363.0
9024,72,49,0.03,14476.0
9025,4346,42,0.08,29033.0
9026,30237,41,0.1,28760.0
9027,44542,41,0.16,27252.0
9028,57933,41,0.07,26083.0
9029,6641,42,0.15,24930.0
9030,29708,43,0.11,27107.0
9031,37790,43,0.09,26326.0
9032,4177,46,0.1,27507.0
9033,10841,44,0.08,27537.0
9034,14444,46,0.11,26882.0
9035,10799,46,0.07,27814.0
9036,30371,44,0.13,26948.0
9037,23909,43,0.09,25476.0
9038,25678,43,0.1,26666.0
9039,24947,44,0.08,27253.0
9040,16520,39,0.08,29791.0
9041,1584,41,0.04,32207.0
9042,1138,40,0.07,30789.0
9043,916,41,0.04,28130.0
9044,1331,41,0.04,29979.0
9045,542,47,0.05,28728.0
9046,411,47,0.04,30235.0
9047,469,47,0.04,28804.0
9048,943,42,0.05,29745.0
9049,2542,41,0.06,27413.0
9050,4627,41,0.08,30698.0
9051,1356,45,0.03,28756.0
9052,783,45,0.1,29777.0
9053,1179,43,0.12,27213.0
9054,1297,46,0.06,26987.0
9055,184,45,0.09,26081.0
9056,4533,43,0.05,26862.0
9057,28565,42,0.08,28627.0
9058,1277,45,0.08,26782.0
9059,85,38,0.04,29003.0
9060,513,43,0.1,32911.0
9061,276,47,0.14,24557.0
9062,3867,45,0.06,29533.0
9063,7227,39,0.05,29233.0
9064,7249,43,0.05,29072.0
9065,4450,43,0.06,33599.0
9066,421,48,0.04,31126.0
9067,2880,42,0.07,29865.0
9068,16432,40,0.07,27549.0
9069,1188,41,0.03,30396.0
9070,3841,43,0.13,32975.0
9071,484,42,0.13,38787.0
9072,808,41,0.07,28784.0
9073,1049,45,0.08,38632.0
9074,7409,43,0.07,26584.0
9075,925,42,0.06,37221.0
9076,308,40,0.05,30290.0
9077,286,46,0.07,29309.0
9078,1443,43,0.05,26066.0
9079,34,53,0.05,18532.0
9080,1177,42,0.06,21269.0
9081,276,46,0.1,18398.0
9082,86,55,0.03,15945.0
9083,432,54,0.06,16708.0
9084,110,53,0.04,16077.0
9085,81,50,0.07,18711.0
9086,349,52,0.1,18296.0
9087,334,53,0.03,18203.0
9088,187,55,0.01,17763.0
9089,113,55,0.02,17741.0
9090,381,57,0.03,18014.0
9091,204,50,0.06,17108.0
9092,391,58,0.02,17463.0
9093,135,52,0.02,17361.0
9094,189,52,0.03,17310.0
9095,513,54,0.03,16967.0
9096,666,48,0.09,19168.0
9097,326,59,0.02,14068.0
9098,362,51,0.09,21129.0
9099,284,46,0.02,21220.0
9100,907,41,0.04,23590.0
9101,441,43,0.01,21923.0
9102,430,51,0.05,21982.0
9103,630,47,0.06,27003.0
9104,679,47,0.03,28255.0
9105,1056,44,0.04,29238.0
9106,1429,40,0.04,29495.0
9107,16442,42,0.1,29700.0
9108,611,49,0.05,28233.0
9109,423,49,0.07,24710.0
9110,902,48,0.04,27997.0
9111,236,46,0.05,32248.0
9112,263,49,0.05,30335.0
9113,947,43,0.07,29570.0
9114,430,45,0.05,29818.0
9115,458,42,0.04,30717.0
9116,3346,43,0.11,28029.0
9117,18140,42,0.07,33119.0
9118,1776,45,0.05,28144.0
9119,1939,44,0.07,27519.0
9120,17078,43,0.06,27506.0
9121,681,45,0.04,29245.0
9122,427,47,0.03,30051.0
9123,381,47,0.03,29013.0
9124,389,45,0.04,29892.0
9125,970,44,0.05,26236.0
9126,544,46,0.04,31634.0
9127,933,46,0.04,31634.0
9128,4259,42,0.06,26505.0
9129,10564,40,0.04,31392.0
9130,3998,41,0.05,27529.0
9131,888,44,0.04,27562.0
9132,1236,45,0.03,28745.0
9133,9713,43,0.03,27092.0
9134,1440,43,0.04,28033.0
9135,11399,41,0.04,27820.0
9136,825,45,0.02,24741.0
9137,8412,42,0.02,30161.0
9138,7408,42,0.03,31711.0
9139,12693,37,0.06,32748.0
9140,3571,39,0.05,30083.0
9141,6352,41,0.06,27508.0
9142,4516,39,0.07,27721.0
9143,6812,38,0.06,30445.0
9144,1516,42,0.05,27671.0
9145,8852,42,0.08,28404.0
9146,1257,43,0.14,30178.0
9147,7583,43,0.07,27055.0
9148,2820,44,0.05,26060.0
9149,729,46,0.09,25489.0
9150,4040,42,0.06,28637.0
9151,1631,43,0.07,26654.0
9152,1835,41,0.08,28680.0
9153,5520,41,0.07,30296.0
9154,1000,43,0.06,29917.0
9155,240,47,0.04,28762.0
9156,742,47,0.09,28078.0
9157,537,45,0.04,28168.0
9158,1069,47,0.04,25862.0
9159,1614,45,0.04,27117.0
9160,375,47,0.07,28289.0
9161,31776,43,0.09,28387.0
9162,39099,44,0.06,30068.0
9163,29182,42,0.09,27610.0
9164,1711,41,0.07,25319.0
9165,1904,41,0.07,25371.0
9166,1810,44,0.06,25768.0
9167,1548,42,0.08,26123.0
9168,1934,42,0.07,26062.0
9169,2028,43,0.05,25649.0
9170,836,47,0.07,26287.0
9171,1376,44,0.05,25453.0
9172,849,43,0.06,25857.0
9173,1172,43,0.06,26080.0
9174,1011,43,0.01,21186.0
9175,273,48,0.04,20310.0
9176,129,51,0.02,22626.0
9177,405,50,0.09,18559.0
9178,265,54,0.04,19797.0
9179,1168,43,0.03,20900.0
9180,242,56,0.06,17565.0
9181,997,49,0.05,19977.0
9182,215,47,0.03,20447.0
9183,698,52,0.03,18534.0
9184,326,53,0.02,19211.0
9185,846,51,0.02,17567.0
9186,230,48,0.09,19168.0
9187,577,50,0.08,18280.0
9188,181,56,0.02,15533.0
9189,1630,46,0.08,22383.0
9190,122,50,0.0,23984.0
9191,1630,40,0.06,25793.0
9192,2755,40,0.04,26874.0
9193,1471,43,0.05,26673.0
9194,1805,41,0.04,27187.0
9195,1909,42,0.05,25477.0
9196,2257,43,0.06,23650.0
9197,2315,43,0.07,24045.0
9198,3069,41,0.06,24192.0
9199,2886,38,0.05,26076.0
9200,1187,42,0.06,25610.0
9201,2964,40,0.04,24556.0
9202,1765,41,0.04,23299.0
9203,3757,39,0.06,24692.0
9204,3886,43,0.06,24973.0
9205,1838,43,0.08,23124.0
9206,2600,42,0.06,25661.0
9207,3362,41,0.05,24590.0
9208,966,47,0.06,21207.0
9209,118,45,0.08,19426.0
9210,308,53,0.22,18646.0
9211,598,48,0.08,20620.0
9212,573,48,0.04,21232.0
9213,520,57,0.02,18235.0
9214,879,49,0.08,18864.0
9215,409,53,0.03,17076.0
9216,437,50,0.01,19009.0
9217,111,53,0.02,20135.0
9218,211,53,0.01,18859.0
9219,226,54,0.02,19761.0
9220,44,57,0.02,17409.0
9221,227,57,0.02,17409.0
9222,571,53,0.03,19471.0
9223,615,48,0.03,19245.0
9224,1631,43,0.05,20306.0
9225,1059,49,0.08,22109.0
9226,577,45,0.04,21509.0
9227,486,50,0.03,19405.0
9228,356,50,0.01,19972.0
9229,881,48,0.05,19753.0
9230,375,49,0.08,19567.0
9231,521,48,0.06,19367.0
9232,324,45,0.01,20303.0
9233,1884,41,0.05,22769.0
9234,673,52,0.06,18060.0
9235,207,51,0.0,22833.0
9236,756,52,0.03,18733.0
9237,156,58,0.03,18241.0
9238,241,53,0.02,18997.0
9239,242,51,0.02,19902.0
9240,555,52,0.07,18940.0
9241,457,49,0.03,20509.0
9242,134,50,0.07,19474.0
9243,97,48,0.04,21963.0
9244,41,53,0.05,18532.0
9245,20,53,0.05,18532.0
9246,43,53,0.05,18532.0
9247,153,53,0.04,18240.0
9248,122,50,0.03,18026.0
9249,482,50,0.04,18680.0
9250,331,50,0.03,18026.0
9251,408,53,0.0,19196.0
9252,258,58,0.0,16209.0
9253,160,51,0.01,17297.0
9254,222,51,0.01,17297.0
9255,2471,39,0.05,24241.0
9256,839,50,0.03,22027.0
9257,1480,42,0.04,22268.0
9258,669,51,0.05,20684.0
9259,536,53,0.02,16925.0
9260,595,53,0.02,16290.0
9261,402,50,0.06,20084.0
9262,340,57,0.03,17543.0
9263,272,57,0.03,17543.0
9264,329,52,0.03,18339.0
9265,314,52,0.04,19355.0
9266,1466,53,0.12,18086.0
9267,205,55,0.04,17489.0
9268,72,55,0.04,17489.0
9269,122,55,0.04,17489.0
9270,332,53,0.05,18532.0
9271,378,48,0.06,21086.0
9272,302,49,0.01,19542.0
9273,139,53,0.11,18581.0
9274,409,50,0.0,22431.0
9275,336,51,0.0,17506.0
9276,295,53,0.03,19177.0
9277,184,55,0.09,21529.0
9278,370,53,0.01,19378.0
9279,332,52,0.03,22130.0
9280,3,43,0.04,19756.0
9281,69,59,0.04,15889.0
9282,16137,44,0.12,24545.0
9283,48388,43,0.19,21321.0
9284,39878,42,0.22,22524.0
9285,1683,48,0.1,19400.0
9286,759,51,0.1,17693.0
9287,837,42,0.1,21894.0
9288,837,44,0.11,20327.0
9289,462,45,0.1,20417.0
9290,309,55,0.04,17489.0
9291,406,54,0.02,16305.0
9292,182,60,0.01,17694.0
9293,299,51,0.04,16166.0
9294,329,47,0.03,18926.0
9295,310,50,0.02,17889.0
9296,150,51,0.05,20684.0
9297,51,51,0.05,20684.0
9298,45,53,0.05,18532.0
9299,12,53,0.05,18532.0
9300,52,53,0.05,18532.0
9301,158,56,0.05,18420.0
9302,773,54,0.03,18387.0
9303,142,58,0.07,16036.0
9304,215,55,0.04,17327.0
9305,74,64,0.01,14532.0
9306,187,50,0.05,16976.0
9307,90,54,0.01,16528.0
9308,34,64,0.01,14532.0
9309,12,49,0.06,17135.0
9310,4,54,0.01,16528.0
9311,0,54,0.01,16528.0
9312,31,54,0.01,16528.0
9313,32,56,0.03,17507.0
9314,24,55,0.01,17763.0
9315,102,46,0.08,18928.0
9316,14,46,0.08,18928.0
9317,125,53,0.11,18341.0
9318,199,58,0.1,18554.0
9319,258,55,0.08,17848.0
9320,578,46,0.08,18928.0
9321,562,46,0.08,18928.0
9322,120,46,0.08,18928.0
9323,177,45,0.08,20283.0
9324,16,59,0.12,16220.0
9325,287,59,0.12,16220.0
9326,268,42,0.06,21269.0
9327,308,53,0.16,16922.0
9328,167,54,0.06,19098.0
9329,374,54,0.05,19108.0
9330,1909,45,0.12,19315.0
9331,834,47,0.04,20125.0
9332,129,51,0.06,18668.0
9333,328,46,0.05,19943.0
9334,299,51,0.04,19654.0
9335,520,49,0.05,19644.0
9336,128,57,0.01,18303.0
9337,885,46,0.17,20454.0
9338,343,50,0.07,19474.0
9339,173,50,0.07,19474.0
9340,164,51,0.04,18510.0
9341,270,53,0.03,17785.0
9342,425,48,0.06,18392.0
9343,658,54,0.06,18559.0
9344,877,49,0.16,18950.0
9345,239,47,0.17,20056.0
9346,124,48,0.15,19487.0
9347,650,52,0.04,17890.0
9348,232,60,0.0,15829.0
9349,181,60,0.0,15829.0
9350,304,58,0.02,17011.0
9351,450,48,0.05,21033.0
9352,66,48,0.05,21033.0
9353,156,50,0.06,20161.0
9354,1142,46,0.04,20269.0
9355,519,49,0.01,20153.0
9356,228,59,0.02,17326.0
9357,80,55,0.03,17431.0
9358,239,54,0.01,15401.0
9359,175,55,0.03,17431.0
9360,499,56,0.01,18953.0
9361,448,52,0.01,17305.0
9362,40,58,0.02,17011.0
9363,15,56,0.08,18764.0
9364,306,56,0.08,18764.0
9365,106,54,0.04,19099.0
9366,121,54,0.04,19099.0
9367,123,51,0.04,17398.0
9368,35,51,0.04,17398.0
9369,230,57,0.01,23282.0
9370,455,47,0.03,19177.0
9371,749,53,0.03,19671.0
9372,570,53,0.04,18164.0
9373,36,56,0.02,18482.0
9374,364,56,0.02,18482.0
9375,19187,39,0.07,21238.0
9376,361,54,0.07,20602.0
9377,516,57,0.07,17909.0
9378,65,51,0.02,30687.0
9379,428,51,0.05,20175.0
9380,3065,43,0.35,20213.0
9381,3054,44,0.18,27540.0
9382,4720,41,0.18,21016.0
9383,172,52,0.02,17682.0
9384,687,51,0.07,18090.0
9385,500,54,0.11,20696.0
9386,690,51,0.2,19350.0
9387,1289,49,0.08,19100.0
9388,1120,49,0.14,21454.0
9389,942,47,0.1,22590.0
9390,3579,41,0.13,22705.0
9391,1109,51,0.05,18295.0
9392,101,54,0.05,17694.0
9393,130,54,0.04,19099.0
9394,116,55,0.0,16990.0
9395,287,48,0.03,22685.0
9396,353,47,0.09,21705.0
9397,159,51,0.1,17311.0
9398,562,47,0.05,19295.0
9399,480,50,0.07,19214.0
9400,342,53,0.02,18355.0
9401,1351,44,0.02,21160.0
9402,205,44,0.02,21160.0
9403,202,51,0.01,20590.0
9404,831,49,0.02,19542.0
9405,754,46,0.04,19312.0
9406,119,58,0.01,14935.0
9407,804,53,0.02,17476.0
9408,858,52,0.04,19535.0
9409,1357,47,0.02,20186.0
